SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
WEST RAJASTHAN,1982,11.3,4,12.3,27.7,41.3,17.7,77,100.6,7.7,7.3,3.5,1.4
WEST RAJASTHAN,1983,2.8,0.8,2.1,36.1,37.3,33.4,183.8,111.4,51.6,10,0,0
WEST RAJASTHAN,1984,0.1,2.8,0.1,1.1,0,8.7,50.4,85.3,54.5,0.1,0.2,0
WEST RAJASTHAN,1985,0.3,0,0.6,8.9,10.9,12.3,97.6,55.2,4.2,4.2,0.3,2.8
WEST RAJASTHAN,1986,0.5,10.4,2.4,0.3,26,20.5,95.1,44.9,3.5,0.5,0,0.1
WEST RAJASTHAN,1987,6.7,0.5,5.7,0.9,34.8,36.7,22.9,29.3,1.8,0.6,0,3.1
WEST RAJASTHAN,1988,0.8,0.5,6.9,3.2,0.6,32.1,112.6,73.1,46.8,3.7,0,0.1
WEST RAJASTHAN,1989,8.6,0,1.3,1,0.2,25.8,81,109.1,20.3,0.2,0.2,0.5
WEST RAJASTHAN,1990,0,25.2,0.2,1.4,17.7,19.6,164.4,169.2,42.9,2.5,1.1,0.8
WEST RAJASTHAN,1991,0.2,4,0,13.6,7,19.3,60.6,55.5,17.1,0.1,0.1,1.6
WEST RAJASTHAN,1992,9.6,7.4,1.3,0.7,5.5,8.1,126.2,117.2,143.4,5.4,0.9,0.1
WEST RAJASTHAN,1993,2.2,3.3,2,3,5.9,48.6,172.1,6.8,47.9,1.5,0.2,0
WEST RAJASTHAN,1994,10.7,0.3,0.4,9.9,2.7,31.9,188.5,100.6,70.4,0,0,0
WEST RAJASTHAN,1995,8.2,8,2.2,3,1.3,18.8,194.8,101.6,16.3,13.6,0,0
WEST RAJASTHAN,1996,2.2,3.2,2.5,2.3,22,143.2,47.6,64.2,16.9,3.7,0,0
WEST RAJASTHAN,1997,1.1,0.2,5.5,10.6,20.3,65.9,56.4,103.9,20.6,51.5,3.6,5.6
WEST RAJASTHAN,1998,0,8.7,4.5,5.6,0.9,51.1,55,32.5,63,58.2,0.1,0
WEST RAJASTHAN,1999,6.4,3.1,0.2,0,39.3,23.8,55.9,61.5,6.5,7.6,0,0
WEST RAJASTHAN,2000,0.5,0.5,0.3,3.1,4.3,8.2,171.6,39.6,5.7,1.1,0.5,0
WEST RAJASTHAN,2001,0.5,1.1,0.1,9.5,23.8,48.6,122.9,68.7,2.8,7.3,0,0
WEST RAJASTHAN,2002,0.3,2.6,1,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6
WEST RAJASTHAN,2003,2.5,21.2,0.8,0.4,1.8,45.2,188.4,93.6,13.9,0.2,0,0.1
WEST RAJASTHAN,2004,2.4,0,0,4.8,6,33.5,26.9,94.3,8.6,18.7,0,1.6
WEST RAJASTHAN,2005,1.4,14.2,8.7,6.3,14.5,29.2,86.1,24.3,75.8,0,0.1,0
WEST RAJASTHAN,2006,0,0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5
WEST RAJASTHAN,2007,0,34.9,22,2.3,3.8,41.2,90.5,69.4,45.6,0,0.1,0.9
WEST RAJASTHAN,2008,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23,0.4,0.4,8.3
WEST RAJASTHAN,2009,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1
WEST RAJASTHAN,2010,1.9,1.7,0.6,0.6,3,49.5,129.9,163.4,96.5,0.9,20.1,5.2
WEST RAJASTHAN,2011,0,11.8,1.5,1.5,7.8,24.4,88.5,166.8,116.3,0.1,0,0
WEST RAJASTHAN,2012,0.5,0,0,9.5,10.4,5.3,40.4,166.7,92,1.9,0,0.6
WEST RAJASTHAN,2013,8.6,21.8,4.2,3.1,1.7,37.6,104.5,138.2,58.7,10.1,1,0
WEST RAJASTHAN,2014,0.8,2.2,4.7,8.4,23,13.8,94.3,69.6,84.9,0.5,0.2,0
WEST RAJASTHAN,2015,1.4,0.9,30.3,25.2,15.5,53.2,234.6,60.5,35.7,1.1,0.1,0
EAST RAJASTHAN,1915,19,30.2,33.2,2.3,5,33.7,70,108.8,29.5,69.1,0,0.8
EAST RAJASTHAN,1916,0,3.2,0,0.3,10,87.6,159.4,435.8,122.3,24.7,1.9,0
EAST RAJASTHAN,1917,3.6,8.8,4.1,11,90.9,149.2,265.4,383.5,333.9,99.8,0,0.3
EAST RAJASTHAN,1918,4,0,2.4,0.7,2.6,28.3,49.6,163.3,19,0.1,3.5,0.1
EAST RAJASTHAN,1919,29.2,0,0.7,5.3,14.1,31.4,265,356.4,53,0.3,23.2,8.3
EAST RAJASTHAN,1920,8.6,3.7,2.8,0.5,45.8,150.5,295.4,78.3,10.8,0.1,0,0
EAST RAJASTHAN,1921,18.3,0,0,0.2,0,22.3,178.9,153.2,173.1,1,0,0.7
EAST RAJASTHAN,1922,6,0.4,0,0.3,9,83.9,242.2,144.3,169.3,0.8,1.6,12.1
EAST RAJASTHAN,1923,2,8.5,3.7,0.6,12.8,9.4,325.3,262.7,52.8,1.2,0.4,10.6
EAST RAJASTHAN,1924,13.6,5.8,0,0.1,5.2,33.4,271.8,262.8,262.2,40.4,3.7,25.4
EAST RAJASTHAN,1925,0.1,0,0,0.1,14.7,163.2,209.3,56.2,16.9,3.7,19.5,0
EAST RAJASTHAN,1926,6.1,1.1,28.7,2.5,18.6,13.9,216.1,342.6,202.3,0.2,0,0.2
EAST RAJASTHAN,1927,0,9.4,0.5,1.9,5.7,19,272.9,283.7,69.9,7.7,26,29.3
EAST RAJASTHAN,1928,2.9,16.4,0.6,0.1,2.2,23.4,236.7,187.1,37.9,84.2,10.4,6.4
EAST RAJASTHAN,1929,3.6,1.5,0,4,6.9,50.9,270.8,194,34.4,0.6,0,9.1
EAST RAJASTHAN,1930,16.7,1,0.2,0.4,22.2,72.7,296.9,158.7,40.4,51.9,0.1,0
EAST RAJASTHAN,1931,0.4,2.2,2.2,0.1,9.8,11.5,224.5,401.4,60.4,60.5,0.3,1.1
EAST RAJASTHAN,1932,0.3,0.6,14,5.4,3.9,21.7,219,187.1,88.9,2.3,0,0.6
EAST RAJASTHAN,1933,0.3,5.8,1.5,22.3,30.1,209.1,170.7,284.9,185.6,13.4,12.3,1.9
EAST RAJASTHAN,1934,4.5,0,13.3,0.3,0.2,118.3,136.1,420.4,105,0,2,8.7
EAST RAJASTHAN,1935,14.8,5.8,0.7,10.5,1.3,34.2,299.4,119.7,170.1,16.5,1.1,10.7
EAST RAJASTHAN,1936,1.7,4.9,13.8,0.3,3.8,133.6,115.5,140,107.1,0,18.4,3.1
EAST RAJASTHAN,1937,0,12.2,0.5,1,7.8,98.7,365.4,60.5,113.6,3.3,0.6,6.8
EAST RAJASTHAN,1938,6.2,0,0.1,0.1,5.5,140.3,213.5,117.5,10.9,9,0,0
EAST RAJASTHAN,1939,1.6,12.7,9.3,0,0.1,62,108.3,112.7,92.9,1.1,0,0
EAST RAJASTHAN,1940,26,16.9,15.9,2.1,5.7,61.3,189.5,290.7,33.7,2.5,8.3,0.4
EAST RAJASTHAN,1941,11.7,9,2,0,10.1,39.9,110.2,247.6,70.8,1.1,0,3.3
EAST RAJASTHAN,1942,15.9,9.9,0,2.1,8,61.3,399.5,320.8,120.7,0,0,1.1
EAST RAJASTHAN,1943,7.4,0.1,0,4.8,6.6,52.6,400.2,111.1,133.6,0.1,0,0.1
EAST RAJASTHAN,1944,20.1,6.9,24.4,7.9,1.7,75.5,309.9,411.9,31.7,14.5,0.9,1.5
EAST RAJASTHAN,1945,15.5,0,0.1,6.8,11.2,125.9,346,215.1,138,3.2,0,0
EAST RAJASTHAN,1946,0,10.3,0,1.4,7.8,124.6,184.3,429.8,84.5,8.7,12.7,23.5
EAST RAJASTHAN,1947,6.6,2.5,0.6,0.5,0.8,14.2,118.3,284.1,272,10.3,0.1,4.9
EAST RAJASTHAN,1948,39.2,11.9,1.9,0.3,0.9,29.7,221.2,243,94.9,12.2,8.3,0
EAST RAJASTHAN,1949,1.1,0.9,0.1,0.2,5.2,32.5,279.8,81,101,5.9,1.5,0
EAST RAJASTHAN,1950,0.9,0.2,3.4,0,6.4,13.3,318.8,174.7,221.5,0,0,0.7
EAST RAJASTHAN,1951,1.9,0,6.2,2.8,8,51.8,97.8,156.3,18.8,0.7,18.6,0
EAST RAJASTHAN,1952,0.7,3.3,0.9,2.1,0.3,109.2,360.4,224.1,7.5,0.2,0,3.9
EAST RAJASTHAN,1953,32.3,0,0,1.4,2.3,59.8,164.3,272.2,50.3,2.2,0,1
EAST RAJASTHAN,1954,3.9,19.6,4.8,0,0.1,42.5,253.4,77.6,240.1,23.6,0.4,0
EAST RAJASTHAN,1955,9.5,3.6,0.7,0,3.4,100.3,61.1,358.6,233,74.3,0,0.1
EAST RAJASTHAN,1956,6,0.6,9.8,0.2,1.7,35.1,440.6,215.4,51.5,161.9,0.8,5.3
EAST RAJASTHAN,1957,26.5,0.1,13.4,0.6,3.7,63.4,243.6,222.4,71.2,12.6,1.6,3.2
EAST RAJASTHAN,1958,3.9,0.7,0.8,0.5,1.4,46.2,288.8,153.9,224.8,14.5,6.1,1.1
EAST RAJASTHAN,1959,6,0.1,0.2,3.8,34.8,36.8,252.3,248.9,152.6,43,7.5,0.3
EAST RAJASTHAN,1960,1.8,0,7,1.2,5.3,63.1,152.1,332,20.2,7.4,0,1.5
EAST RAJASTHAN,1961,11.9,7,0,0.6,5,39.2,227.8,225.7,337.2,23,6,0.9
EAST RAJASTHAN,1962,1.1,1.5,3.6,2.1,2.9,5.1,262.4,176,139.9,0,1.7,7.8
EAST RAJASTHAN,1963,0.4,1.4,1,2.7,2,33.2,130.3,283.9,97.3,6.9,17.6,0.9
EAST RAJASTHAN,1964,0,0,0,0.1,30.6,42,211.1,289.6,71.7,0.1,0,1
EAST RAJASTHAN,1965,4.6,4.2,1.9,3.1,3.3,7,201.7,106.9,83.4,7.8,0,0
EAST RAJASTHAN,1966,0.1,2.6,0,0,12.7,74.8,141.7,156.2,81.3,0.6,3.1,0.2
EAST RAJASTHAN,1967,0,0,57.4,1.4,2.6,87.3,157.3,250.9,163.1,1.1,1.3,37.7
EAST RAJASTHAN,1968,8.6,1.5,6.6,0.1,4.2,5.2,296.2,181.3,10.7,4.9,0,0.2
EAST RAJASTHAN,1969,3.5,1.1,1.7,1.9,4.9,16.7,226.4,258.5,117.2,0.1,2.1,0
EAST RAJASTHAN,1970,6.7,25.3,1.7,0.1,5.8,91.7,146.3,318.9,117.3,4.6,0,0
EAST RAJASTHAN,1971,2.8,0.7,0.1,1.2,33,171.3,288.9,155,117.2,13.6,0.6,0
EAST RAJASTHAN,1972,0.4,4.4,0,1.1,0.8,72.4,86.7,259.9,21.9,3.3,3.3,0.1
EAST RAJASTHAN,1973,3.3,3.2,0.6,0.1,12.8,36.1,260.2,380.9,242.4,6.7,0,1.9
EAST RAJASTHAN,1974,0,0,0.4,0.2,18.1,30.6,297.8,165.4,19.2,77,0,3.2
EAST RAJASTHAN,1975,1.2,0.5,1.4,0.2,2.3,87.1,271,317.6,173.9,42.6,0.1,0
EAST RAJASTHAN,1976,8.7,6.4,0.1,1.4,12.2,90.8,201.2,318,126.2,0.2,50.2,0
EAST RAJASTHAN,1977,10.8,2.3,0.1,6.4,18.9,112.7,394.9,223.1,115.1,1.1,1.9,0.2
EAST RAJASTHAN,1978,0.3,10.3,4.1,2.5,0,83.4,302.9,249.5,55.9,4.7,8,5.6
EAST RAJASTHAN,1979,6.6,25.8,2.8,0.9,16.5,47.6,206.5,129.7,14.7,3.3,58.1,2.7
EAST RAJASTHAN,1980,0.7,0.5,3.6,0.1,1.7,141.2,203,150.5,28,1,0.8,16.3
EAST RAJASTHAN,1981,4.4,0.8,4.7,0.2,7.7,57.7,299.4,141.8,64.6,8.7,23.8,1.5
EAST RAJASTHAN,1982,16.7,4.4,7.1,16.6,32,28.6,178.1,294.3,19.4,10.7,48.4,4
EAST RAJASTHAN,1983,3.6,1.6,0.1,29.4,31.9,72.4,256.5,240,127.9,31.8,0,0.1
EAST RAJASTHAN,1984,1.2,0.3,0,0.3,0.3,32.5,147.9,272,108.8,0.1,0,0
EAST RAJASTHAN,1985,0.9,0.1,0.6,3.9,6,21,176.8,245,37.5,87.6,0.2,8.5
EAST RAJASTHAN,1986,3.7,21.3,1.1,0.6,24.4,54.3,312.6,146.6,18.7,6.6,0,0.1
EAST RAJASTHAN,1987,11.2,4.6,1.5,0.1,20.9,44.2,57.1,226.2,27.9,19,0,23.2
EAST RAJASTHAN,1988,1.9,1.4,6.4,4.3,2.2,96.4,229.8,204.3,82.3,10.3,0.1,0.7
EAST RAJASTHAN,1989,6.8,0.1,2.2,0.1,0.4,52.5,130.6,283.7,33.1,0,0.5,0.5
EAST RAJASTHAN,1990,0,27.5,1,0.7,18.9,75.4,229,253.3,162.3,6.1,5.1,0.8
EAST RAJASTHAN,1991,0.2,2.5,0.4,11,3,18.1,274.6,214.4,43.1,0.3,5.2,5.9
EAST RAJASTHAN,1992,7.1,2.3,2.9,0.5,10.4,18,244.9,260.2,125.8,42.2,8.5,0.7
EAST RAJASTHAN,1993,0.2,8.8,4,4,4.5,98.5,262.8,92.1,113.9,5.9,0.4,0.1
EAST RAJASTHAN,1994,23.3,0.9,0.5,7.1,4.5,116.6,319.3,259.8,106.8,0,0.4,0
EAST RAJASTHAN,1995,29.8,2.9,7,0.7,0.8,22.6,275.4,310.8,92.4,6.5,0,5.3
EAST RAJASTHAN,1996,3.8,5.2,1.4,3,8.5,118.2,202.6,256,103.4,13.2,0.3,0
EAST RAJASTHAN,1997,0.8,0.2,1.7,10.2,14.2,52.1,143.2,196.6,78.7,45.8,11.8,18.5
EAST RAJASTHAN,1998,0,1.8,3.7,3.4,2.2,46.4,145.9,118.1,114.8,36.7,2.7,0
EAST RAJASTHAN,1999,1.6,4.9,0.1,0.1,6.3,53.4,190.5,70.9,65.1,15.5,0,0.1
EAST RAJASTHAN,2000,0.3,0.6,0.4,2.3,21,20.2,270.6,95.5,28.7,0.4,0,0.1
EAST RAJASTHAN,2001,0.9,0.1,0.3,6.4,22.9,100.2,271.4,126.4,7.7,9.2,0,5.8
EAST RAJASTHAN,2002,1.6,11,0.1,1.2,8.6,71.4,13.5,130.6,41.2,0.8,0.8,4.5
EAST RAJASTHAN,2003,4.1,21.4,0.5,0.2,3.5,76.6,245.8,178.5,93.6,0.1,0,2.3
EAST RAJASTHAN,2004,2.5,0,0,2.2,9.3,52.8,105.8,380.9,24.7,27.5,0.4,0.1
EAST RAJASTHAN,2005,0.4,3.6,5.7,6.2,4.8,55.6,239,80,172.5,0,0,0
EAST RAJASTHAN,2006,0,0,11.9,0.4,13.1,73.8,215.9,341.5,88.9,2.4,0.1,0.5
EAST RAJASTHAN,2007,0.7,16.8,10.6,1.5,5.5,63,223,167.9,86.1,0,0,0.5
EAST RAJASTHAN,2008,0.1,0,0.5,9,22.1,160.6,166.1,167.9,112.7,3,2.4,0.1
EAST RAJASTHAN,2009,0.5,0.2,2.4,0.2,5.7,38.9,189.1,113.3,45.5,10.9,7,0.5
EAST RAJASTHAN,2010,1.9,2.4,0.5,0.4,0.7,27.3,196.2,275.9,128.9,0.8,49.5,5
EAST RAJASTHAN,2011,0,11.2,0.2,0.5,5.1,140.9,193.6,284.1,166.4,0,0,0
EAST RAJASTHAN,2012,1.9,0,0,3.6,9.5,11.2,170.5,365,131.3,0.5,0,0.1
EAST RAJASTHAN,2013,1.4,21.7,0.4,3.2,1,90.6,319,278.5,88,30.6,1.3,0.3
EAST RAJASTHAN,2014,28.4,10,6.4,7.3,8.4,23.5,197.1,261,136.9,3.2,0,1.1
EAST RAJASTHAN,2015,12.1,0.1,55.9,15.9,3.5,96.4,297.6,142.8,20.1,5,0.5,0.8
EAST MADHYA PRADESH,1915,16.2,36.7,52.6,8.3,10.4,178.2,378.4,416.2,159.7,116.2,6.7,2.8
EAST MADHYA PRADESH,1916,0,26.6,0.1,2.2,6.3,286,250.5,452.7,253.2,177.4,25.2,0
EAST MADHYA PRADESH,1917,5.8,39.3,25.4,6.4,63.2,223.8,396.4,466.3,345.9,63,0,3.8
EAST MADHYA PRADESH,1918,1.2,6.5,2.3,1.2,29.1,233.1,191.9,331.9,102.9,0.2,18.7,11.5
EAST MADHYA PRADESH,1919,120.7,29.7,10.8,9.2,23.2,158.9,479.8,713,105.6,82.3,10.8,3.3
EAST MADHYA PRADESH,1920,12.2,1.7,17,6.3,12.7,93.8,426.4,237.8,91.6,0.1,0,0
EAST MADHYA PRADESH,1921,24.4,3.4,0,0.5,0,216.6,255.1,379.5,251.6,0.9,0,0
EAST MADHYA PRADESH,1922,39.1,6.1,0.5,2.5,0.9,132.7,459.2,321,231.1,6.6,35,3.2
EAST MADHYA PRADESH,1923,5.1,9.8,20,2.1,2.3,27.2,466.7,676.3,193.4,31.5,0.2,9.2
EAST MADHYA PRADESH,1924,29.4,9,7.2,1.1,1.4,43.5,547.3,377.7,244.6,29.9,13.8,10.5
EAST MADHYA PRADESH,1925,0.1,0,0,0.2,29.8,191.9,575,287.6,204,11.7,53.8,0.3
EAST MADHYA PRADESH,1926,21.1,3.1,49.2,41,31,26.3,327.2,551.4,538.7,135.9,1.2,0.9
EAST MADHYA PRADESH,1927,8.4,18.7,44.4,1.8,2.5,100.1,430.4,382.8,93.6,67.1,77.7,8.4
EAST MADHYA PRADESH,1928,15.7,52.8,9.1,1,2.5,152.7,475,185,63.1,96.6,0,53.5
EAST MADHYA PRADESH,1929,30,17.4,0.2,11.2,1.7,94.3,524.9,399.2,103,17.7,0,47.9
EAST MADHYA PRADESH,1930,2.1,3.5,3,31.3,6.9,134,597.9,268.4,109.2,33.9,5.2,8.5
EAST MADHYA PRADESH,1931,13.7,29.5,9,3.3,3.2,69.6,294.5,458.1,290.9,151.6,16.2,2.6
EAST MADHYA PRADESH,1932,0,22.5,13.9,2.4,6.3,105.1,534.5,198,242.8,22.5,3.1,0
EAST MADHYA PRADESH,1933,8.4,44,18.8,29.5,74.2,143.8,360.6,321.1,294.4,61.4,8.9,3.3
EAST MADHYA PRADESH,1934,15.9,0.1,10.5,2.2,0.2,228.5,320.7,447.1,395.1,19.9,20.9,12.1
EAST MADHYA PRADESH,1935,21.5,17.2,0.2,19.1,0.5,88.3,624.4,292.6,200.6,2.4,0.2,12.9
EAST MADHYA PRADESH,1936,10.2,31.6,22,10.4,15.7,233.3,421.9,415.2,217,49,71.8,6.1
EAST MADHYA PRADESH,1937,0.1,59.7,11.2,43.5,2.4,186.9,465.5,344.7,179.4,100,3.6,1.1
EAST MADHYA PRADESH,1938,52.3,11.5,6.4,2.6,22.3,300.7,403.4,322,158.2,94.3,0,0
EAST MADHYA PRADESH,1939,36.4,19.3,20,6.4,0,186.6,496,393.9,180.8,7.9,0,0
EAST MADHYA PRADESH,1940,3.4,15.9,16,6.6,10.6,117,447.2,431,81.9,35,2.8,25.4
EAST MADHYA PRADESH,1941,30,35.7,15.2,3.1,8.1,124.8,190.2,300.5,111.2,9.2,0,0.1
EAST MADHYA PRADESH,1942,40.8,79.8,10.2,5,0.9,166.4,605.6,381.8,196.5,1.2,0,20.1
EAST MADHYA PRADESH,1943,115.6,1.8,0,10.7,28.5,119.2,421.8,386.5,238.3,58.8,1.3,0
EAST MADHYA PRADESH,1944,29.6,68.4,87.3,10.7,1.8,103.1,533.7,379.5,150.5,50.5,6.3,5.7
EAST MADHYA PRADESH,1945,42.5,0.7,0,30,6,224.9,410,287.1,256.2,26.6,0,2.2
EAST MADHYA PRADESH,1946,0,23.2,0.9,13.5,8.1,346,376.3,480.8,95.6,32.6,108.9,8.6
EAST MADHYA PRADESH,1947,50.5,26.5,19.6,1.7,2.4,91.4,487.9,438.7,269.5,29.3,0.3,1.8
EAST MADHYA PRADESH,1948,66.1,11,3.6,3.2,1.2,189.2,355.8,371.2,302.8,22.6,103.8,0
EAST MADHYA PRADESH,1949,2,15.4,2.8,1.5,24.3,114.4,351,302.7,296.2,124.7,0,0.4
EAST MADHYA PRADESH,1950,15.1,27.7,35.9,1.7,2.5,75.3,461.1,408.4,114.3,13.1,0.2,22.6
EAST MADHYA PRADESH,1951,19.3,21,44.5,16.5,9.9,138.5,285.8,382.4,221.6,35.9,0,0
EAST MADHYA PRADESH,1952,1.1,27.1,8.8,2.9,2.6,196.4,386.8,400.3,117.1,8.3,0,4
EAST MADHYA PRADESH,1953,16.4,4.8,0,7.1,2,42.7,408.3,348,160.8,16.3,0,0.6
EAST MADHYA PRADESH,1954,16.6,12.2,6.4,3.1,0.1,80.5,329.7,289.5,332,5.8,0,0.6
EAST MADHYA PRADESH,1955,70.9,3,1.6,3,3.4,236.4,260.2,427.1,295.7,119.6,0,0
EAST MADHYA PRADESH,1956,14.1,5.5,6.6,1.7,25.9,187.9,525.3,415.2,184.9,73.3,53.7,21.8
EAST MADHYA PRADESH,1957,20.8,0.9,63.8,17.9,6.2,61.3,349.7,359.5,113.6,6.6,0,0.5
EAST MADHYA PRADESH,1958,8.1,17,14.2,6,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1
EAST MADHYA PRADESH,1959,49.1,3.8,1.4,8.1,30.2,81.3,437.8,397.3,231.2,61.7,0.3,0
EAST MADHYA PRADESH,1960,46.8,0.1,24.6,6.2,1.3,113.1,376.3,495.3,82.7,104.8,0,0.8
EAST MADHYA PRADESH,1961,29,11.2,3.8,5.8,8.4,132.9,499.4,462.9,358.4,65.7,7.5,13.7
EAST MADHYA PRADESH,1962,12.8,23.1,21.5,9.5,9.5,55.5,327.2,325.7,229.5,1.4,1.7,51
EAST MADHYA PRADESH,1963,7.2,13.5,5.7,16.2,10.7,147.9,274.2,364.4,243.6,27.9,7.7,1.2
EAST MADHYA PRADESH,1964,0.2,8.1,2.2,1.3,2.5,131.5,360.1,433,226,21.3,0.9,0.2
EAST MADHYA PRADESH,1965,4.6,0.9,15.3,12.5,0.6,68.5,205.9,185,184.2,11.2,0.1,9.1
EAST MADHYA PRADESH,1966,13.2,3.8,1.9,0.7,7.6,210.7,253.4,262,51,2.2,34,8.8
EAST MADHYA PRADESH,1967,0.2,0,53.3,1.1,2.1,118.5,396.5,481.2,262,5.8,1.1,86
EAST MADHYA PRADESH,1968,35.7,12.1,8.8,3.5,1.2,101.9,355.8,281.3,151.5,20.4,0,1.5
EAST MADHYA PRADESH,1969,8.3,2.7,1.1,0.7,9.7,41.7,553.4,392.8,198.3,0,33.2,0
EAST MADHYA PRADESH,1970,60.6,29.4,36.3,1.4,12.5,198.2,268.5,481.2,250.6,3.6,0,0
EAST MADHYA PRADESH,1971,34.6,8.3,11.4,13.6,30,356.6,507.9,286.3,159.2,110.9,0,0
EAST MADHYA PRADESH,1972,0.4,10.4,0.1,2.3,0.2,54.1,207.7,555.7,140.8,25.4,34.9,6.2
EAST MADHYA PRADESH,1973,1,29.3,0.1,1,1.1,54.8,440.4,430.2,205.2,81.7,0,7.6
EAST MADHYA PRADESH,1974,0.2,6.8,1.3,0.1,4.2,98.8,303.2,420,55,76.3,5.1,0.2
EAST MADHYA PRADESH,1975,11.8,11.3,13.1,0.1,1.4,190.4,371.8,568.5,171.8,94,0.1,0
EAST MADHYA PRADESH,1976,13.5,2.4,5.6,14.6,10.7,84.7,370.6,366.6,173.5,0.3,12.3,0.9
EAST MADHYA PRADESH,1977,10.3,4.6,4.6,7.4,7.7,275.8,340.2,420.5,167.9,61.7,66.6,4.9
EAST MADHYA PRADESH,1978,22.3,73.6,30.5,5,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8
EAST MADHYA PRADESH,1979,47.5,45.4,2.5,0.4,11.2,98.9,243.8,226.7,64.5,6,61.3,1.5
EAST MADHYA PRADESH,1980,9.5,4,4,0.6,1.3,250.1,372,516.7,174.9,2.4,0.3,33.3
EAST MADHYA PRADESH,1981,13.6,1.1,24.3,2.1,14.8,152,338.9,270.2,193.8,4,5.5,15.8
EAST MADHYA PRADESH,1982,86,13.4,9.7,1.7,21.4,97.1,271.7,585.4,160.6,26.5,22.2,1.5
EAST MADHYA PRADESH,1983,10.5,12.4,0.2,7.9,10.3,98.1,350.9,319.8,396.4,64.9,0,4.1
EAST MADHYA PRADESH,1984,53.7,37.6,0,3.4,2,91.4,202,590.3,114,14.8,0,1.5
EAST MADHYA PRADESH,1985,42.7,6.2,0.3,5.5,3.2,94.9,398.1,340.2,127,97.2,0,0
EAST MADHYA PRADESH,1986,11.7,99,19.8,1.4,11.6,186.8,317.2,243,82.5,14,1.1,41.1
EAST MADHYA PRADESH,1987,37.7,44.9,8,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6
EAST MADHYA PRADESH,1988,7.1,17.6,4.6,5.6,4.1,199.1,363.7,338.1,107.5,19.9,0,2.2
EAST MADHYA PRADESH,1989,0.4,0,18.5,0,3.4,190.3,197.7,358.9,125.3,1.4,1.5,23.6
EAST MADHYA PRADESH,1990,0.8,31.1,2.2,2.1,32,315.2,334.7,285.7,331.3,37.3,0,7.5
EAST MADHYA PRADESH,1991,3.5,7.8,16.1,3.4,2.6,98.6,319.3,488.1,67.3,5.1,2.9,2.1
EAST MADHYA PRADESH,1992,0,0,0.5,0.4,7.1,38.4,295.4,465.7,235.6,7.9,0.1,0
EAST MADHYA PRADESH,1993,0,12.2,15.8,1,5.5,105.6,252.9,288.1,415.9,21.7,0.1,0
EAST MADHYA PRADESH,1994,9.5,10.7,0,9.9,1,264.7,550.2,512.1,150.5,24.8,0.4,0
EAST MADHYA PRADESH,1995,24.1,8.9,47,3.2,2.1,81,361.9,355.3,128.7,5.2,2.1,12.8
EAST MADHYA PRADESH,1996,39.1,15.9,3.5,1.9,0.9,67.2,312.4,369.5,129,47.3,0,0
EAST MADHYA PRADESH,1997,4,0,0.6,7.4,3.3,95.1,449.1,358.9,198,61.6,76.4,102.6
EAST MADHYA PRADESH,1998,29.7,5.7,24.1,5.2,2.9,84.4,297.2,323.3,187.1,20.4,33.4,0
EAST MADHYA PRADESH,1999,1.5,21.2,0,0,4.8,122.5,336.3,355.9,522.7,79,0,0
EAST MADHYA PRADESH,2000,0.1,0,0.1,0.1,7.4,167.5,377.7,208.2,111.4,1.8,0,0
EAST MADHYA PRADESH,2001,2.3,0.8,2.4,23,12.4,255.5,468.4,243.9,50.4,110,1,0
EAST MADHYA PRADESH,2002,1.8,29.6,1.2,0.2,5.2,93.5,84.7,491.8,192.1,43.1,5.6,1.2
EAST MADHYA PRADESH,2003,0.7,59.6,2.2,1,0.4,119.9,366.8,370.2,493.3,20.5,0.5,2.9
EAST MADHYA PRADESH,2004,19.8,0.4,0,1.7,3.9,208.1,203.1,369.1,119.9,25.2,4.1,0
EAST MADHYA PRADESH,2005,35.2,10.6,27.4,3.4,41.7,163.9,597.2,256.6,198.4,27.6,0,4.4
EAST MADHYA PRADESH,2006,0,0,50.3,14.2,18,56.3,373.8,328.3,74.1,13,12.3,3
EAST MADHYA PRADESH,2007,7,26.3,8.6,2.9,6.2,74.8,207.8,162.6,130.1,3.1,22.8,1.5
EAST MADHYA PRADESH,2008,1.4,4.1,8.9,2.5,5.3,307.6,268.2,270.2,116.1,15.5,3,0.4
EAST MADHYA PRADESH,2009,14.8,1,1.8,2.7,3.7,35.3,317.6,191.3,208.7,68.9,79.2,19
EAST MADHYA PRADESH,2010,2.9,10.4,0.1,0.7,1.7,58.4,363.3,271.9,213.4,23.6,10.9,3.3
EAST MADHYA PRADESH,2011,0.6,1.9,0.3,7.1,4.7,332.5,323.6,326.9,276.5,1.1,0,0
EAST MADHYA PRADESH,2012,39.4,0.7,0.6,1.1,1.2,67.8,398.9,351.7,172.6,12.7,3.8,2.7
